8619	21	180999
7936	55	436480
2972	91	270452
9096	88	800448
4981	58	288898
1627	28	45556
8645	50	432250
4636	85	394060
4959	30	148770
1804	69	124476
7275	14	101850
6031	50	301550
8381	73	611813
1782	23	40986
4985	13	64805
1382	37	51134
3248	94	305312
9084	63	572292
8368	82	686176
4960	34	168640
3943	66	260238
6088	26	158288
1512	8	12096
1078	65	70070
3635	29	105415
3313	10	33130
4273	94	401662
5835	27	157545
6587	77	507199
4874	16	77984
8830	63	556290
5177	21	108717
5575	43	239725
8299	40	331960
2443	33	80619
7293	64	466752
9848	34	334832
8975	14	125650
4107	1	4107
7832	78	610896
2936	12	35232
8655	73	631815
491	45	22095
9864	71	700344
2108	48	101184
8651	10	86510
995	39	38805
3017	66	199122
8090	14	113260
515	6	3090
4577	79	361583
6920	45	311400
1191	59	70269
5786	53	306658
5950	37	220150
3042	89	270738
4765	17	81005
6097	53	323141
6189	60	371340
2336	83	193888
700	10	7000
9237	17	157029
4817	23	110791
8267	30	248010
3571	88	314248
3442	82	282244
6591	4	26364
2574	78	200772
6259	84	525756
3081	23	70863
1980	62	122760
1097	68	74596
7822	72	563184
2003	41	82123
3156	44	138864
2309	39	90051
5328	16	85248
5553	2	11106
3802	39	148278
3054	74	225996
2604	65	169260
5523	92	508116
6859	81	555579
6978	32	223296
6458	1	6458
5329	85	452965
6184	65	401960
5185	41	212585
3621	72	260712
8018	68	545224
1528	4	6112
635	69	43815
1876	62	116312
7003	57	399171
11	1	11
3052	27	82404
6553	86	563558
1811	35	63385
6673	88	587224
6533	32	209056
8850	19	168150
1571	51	80121
8289	68	563652
9041	20	180820
3945	71	280095
8689	55	477895
7389	94	694566
2331	93	216783
5514	94	518316
4944	56	276864
9391	80	751280
8141	60	488460
6572	100	657200
9358	33	308814
8743	59	515837
6377	76	484652
7754	80	620320
2627	61	160247
4705	17	79985
7954	87	691998
8730	67	584910
4124	62	255688
5968	65	387920
5385	15	80775
5790	4	23160
7009	52	364468
8326	52	432952
1126	49	55174
5103	5	25515
8143	39	317577
6376	46	293296
1439	42	60438
2470	41	101270
174	72	12528
5737	82	470434
5826	45	262170
4773	100	477300
587	8	4696
6407	60	384420
2226	22	48972
6302	93	586086
7379	47	346813
4385	86	377110
9526	95	904970
8990	77	692230
3335	54	180090
2191	48	105168
9498	47	446406
8843	97	857771
1837	46	84502
7802	77	600754
9047	26	235222
7616	97	738752
3318	41	136038
5607	56	313992
6221	20	124420
4779	37	176823
6538	92	601496
2106	61	128466
8654	11	95194
3735	20	74700
6465	60	387900
6765	60	405900
588	57	33516
5636	25	140900
189	35	6615
90	93	8370
6014	78	469092
8871	94	833874
1730	45	77850
4877	80	390160
6390	97	619830
1553	30	46590
8822	37	326414
8994	75	674550
4758	28	133224
9466	13	123058
8656	63	545328
7186	93	668298
1840	29	53360
1671	21	35091
6261	18	112698
1266	23	29118
9469	2	18938
1608	12	19296
4618	65	300170
9152	11	100672
6142	8	49136
3937	50	196850
4365	30	130950
2440	92	224480
5661	20	113220
347	44	15268
8139	76	618564
3563	100	356300
356	53	18868
2009	67	134603
6997	33	230901
8893	65	578045
3414	6	20484
7667	81	621027
6987	69	482103
9041	32	289312
7524	30	225720
8093	19	153767
5911	6	35466
1014	16	16224
2441	14	34174
5891	6	35346
8895	95	845025
560	93	52080
4690	26	121940
5870	17	99790
5845	48	280560
8155	93	758415
5265	59	310635
7293	23	167739
2641	64	169024
5381	2	10762
9315	35	326025
2057	53	109021
4009	31	124279
6799	65	441935
4433	27	119691
7031	34	239054
2145	76	163020
2581	69	178089
161	85	13685
8524	61	519964
3214	67	215338
5268	85	447780
2502	26	65052
732	52	38064
8898	62	551676
5310	83	440730
9589	74	709586
3439	36	123804
439	3	1317
50	49	2450
2928	71	207888
8201	51	418251
4674	8	37392
1909	49	93541
9233	5	46165
844	25	21100
7113	62	441006
928	97	90016
8674	17	147458
4759	76	361684
7775	1	7775
5786	74	428164
7437	93	691641
964	79	76156
9464	11	104104
2748	24	65952
8097	10	80970
7467	28	209076
1733	94	162902
7608	10	76080
9811	85	833935
3415	70	239050
4565	44	200860
6540	33	215820
6004	13	78052
812	38	30856
1369	66	90354
1144	89	101816
5824	22	128128
6683	53	354199
3123	95	296685
7682	13	99866
382	52	19864
3992	22	87824
4526	17	76942
3082	44	135608
54	65	3510
1262	47	59314
841	79	66439
7859	69	542271
9102	87	791874
626	5	3130
5270	18	94860
9278	11	102058
3879	60	232740
6384	71	453264
5394	41	221154
8224	58	476992
9215	23	211945
7892	38	299896
3818	10	38180
8079	39	315081
7472	94	702368
8492	84	713328
7144	64	457216
5161	63	325143
5024	58	291392
6718	3	20154
7559	60	453540
1390	15	20850
1958	78	152724
8442	74	624708
1840	67	123280
3129	11	34419
8884	11	97724
4797	28	134316
1997	29	57913
6576	95	624720
2219	51	113169
7784	94	731696
1421	30	42630
5610	65	364650
8734	24	209616
6739	63	424557
8325	82	682650
7733	3	23199
5904	62	366048
7637	78	595686
2842	8	22736
8800	18	158400
1789	36	64404
4430	38	168340
6475	11	71225
3257	87	283359
6076	11	66836
8057	75	604275
3987	37	147519
3942	28	110376
5996	7	41972
9015	44	396660
8812	68	599216
4606	48	221088
2924	23	67252
2460	58	142680
3011	13	39143
7494	49	367206
4858	20	97160
8588	14	120232
2931	19	55689
28	91	2548
2887	81	233847
6504	69	448776
1754	5	8770
9597	78	748566
1129	87	98223
2072	100	207200
5361	67	359187
4658	83	386614
8923	72	642456
4052	20	81040
8379	16	134064
6736	33	222288
3471	54	187434
4572	65	297180
7170	47	336990
5411	1	5411
2686	20	53720
6933	45	311985
2363	66	155958
2191	35	76685
5143	43	221149
3435	6	20610
943	81	76383
8790	99	870210
5212	29	151148
1801	36	64836
4389	86	377454
6830	79	539570
3862	15	57930
4265	11	46915
6004	97	582388
1092	87	95004
1593	81	129033
3131	40	125240
4556	54	246024
7450	98	730100
9587	9	86283
205	6	1230
8978	90	808020
397	42	16674
1838	22	40436
7783	63	490329
736	47	34592
4089	46	188094
6018	84	505512
5633	21	118293
8032	68	546176
713	97	69161
4751	39	185289
3582	94	336708
9168	11	100848
9008	88	792704
1917	93	178281
9286	9	83574
8209	97	796273
5087	1	5087
1882	29	54578
6275	27	169425
7486	4	29944
7218	36	259848
8720	29	252880
5527	68	375836
9577	63	603351
6378	44	280632
85	100	8500
3637	93	338241
992	27	26784
8010	30	240300
1860	73	135780
3807	1	3807
6980	89	621220
116	89	10324
1767	64	113088
1482	93	137826
6756	88	594528
2758	55	151690
1552	83	128816
2229	12	26748
4526	87	393762
5457	47	256479
8568	91	779688
3866	96	371136
1741	19	33079
2471	37	91427
9173	63	577899
3671	62	227602
5173	38	196574
5018	70	351260
179	66	11814
6194	70	433580
5201	90	468090
2414	68	164152
7239	47	340233
7882	18	141876
3251	34	110534
6379	19	121201
2435	3	7305
1381	42	58002
2122	39	82758
7778	13	101114
131	15	1965
7451	54	402354
5237	25	130925
2246	55	123530
8970	85	762450
2354	42	98868
7394	48	354912
924	47	43428
9412	89	837668
6400	27	172800
2147	28	60116
4484	46	206264
3025	59	178475
8759	52	455468
9718	66	641388
6445	99	638055
7987	39	311493
5155	33	170115
6366	75	477450
8641	54	466614
5842	10	58420
9508	33	313764
5764	5	28820
7871	52	409292
9241	43	397363
7841	14	109774
7052	24	169248
5971	1	5971
8191	48	393168
5227	80	418160
1268	17	21556
7758	93	721494
5569	30	167070
2479	20	49580
316	12	3792
7272	62	450864
2117	68	143956
9396	79	742284
7215	73	526695
3059	65	198835
1541	10	15410
7844	86	674584
3226	39	125814
8673	15	130095
8546	40	341840
9327	99	923373
5572	71	395612
9069	12	108828
0	16	0
3077	4	12308
2670	4	10680
6475	48	310800
7131	59	420729
2671	44	117524
3140	58	182120
803	47	37741
6632	87	576984
3276	99	324324
2464	20	49280
1277	11	14047
5849	7	40943
825	15	12375
7690	99	761310
2564	77	197428
1444	57	82308
8007	42	336294
5992	45	269640
8904	32	284928
355	16	5680
7472	35	261520
7306	83	606398
8177	40	327080
6924	15	103860
3798	94	357012
3403	51	173553
400	93	37200
5680	13	73840
676	34	22984
1122	33	37026
1062	26	27612
8883	91	808353
6682	49	327418
3553	56	198968
8001	40	320040
7161	55	393855
7404	45	333180
3749	56	209944
8408	7	58856
7035	23	161805
64	5	320
7282	5	36410
9692	30	290760
1691	4	6764
6335	29	183715
3609	74	267066
5380	25	134500
6468	21	135828
7369	1	7369
7649	54	413046
3930	49	192570
843	14	11802
9280	46	426880
6917	77	532609
5268	40	210720
9894	54	534276
4392	72	316224
5797	41	237677
141	75	10575
4452	65	289380
303	81	24543
3874	57	220818
554	4	2216
7746	80	619680
365	54	19710
3293	43	141599
207	42	8694
5631	95	534945
8730	26	226980
7175	40	287000
6502	71	461642
9331	9	83979
4247	52	220844
4978	44	219032
2618	95	248710
865	30	25950
7492	48	359616
8605	81	697005
5083	64	325312
5969	55	328295
1748	93	162564
9744	20	194880
3400	54	183600
1442	22	31724
7925	87	689475
6130	45	275850
5687	55	312785
5322	100	532200
591	4	2364
4324	33	142692
9731	52	506012
6132	73	447636
9931	48	476688
5270	51	268770
1090	13	14170
463	29	13427
502	3	1506
4794	40	191760
5585	63	351855
6034	36	217224
4854	22	106788
7938	6	47628
7626	33	251658
477	83	39591
3561	49	174489
1428	33	47124
9992	76	759392
516	100	51600
2299	58	133342
4938	34	167892
7026	55	386430
6229	76	473404
5610	11	61710
1432	12	17184
7261	75	544575
4706	22	103532
9630	27	260010
2658	73	194034
5906	32	188992
5476	95	520220
7937	70	555590
2761	80	220880
4466	33	147378
7853	68	534004
9065	28	253820
156	61	9516
8193	64	524352
3621	39	141219
7411	51	377961
5000	47	235000
2519	98	246862
6788	22	149336
2352	95	223440
9408	83	780864
2582	49	126518
7727	6	46362
1789	5	8945
8450	63	532350
3766	64	241024
3022	29	87638
9095	32	291040
8923	73	651379
9566	26	248716
1093	70	76510
7597	61	463417
1650	2	3300
5800	85	493000
2268	82	185976
7885	17	134045
6411	5	32055
6560	42	275520
988	84	82992
4627	95	439565
4606	84	386904
5742	77	442134
1224	49	59976
807	2	1614
2126	4	8504
2692	33	88836
7351	3	22053
9313	91	847483
407	52	21164
7440	27	200880
3266	54	176364
4352	97	422144
5794	10	57940
3817	68	259556
9263	85	787355
6222	39	242658
6838	20	136760
1498	81	121338
6801	24	163224
8211	90	738990
2680	10	26800
2147	1	2147
1193	15	17895
9033	17	153561
6575	65	427375
4277	99	423423
1800	87	156600
9520	76	723520
9542	34	324428
4379	89	389731
1783	7	12481
2676	87	232812
2565	42	107730
6684	94	628296
6481	49	317569
8295	92	763140
5799	5	28995
9194	70	643580
1905	83	158115
8594	85	730490
4703	29	136387
8322	66	549252
1500	79	118500
4100	11	45100
1181	85	100385
9849	30	295470
9081	26	236106
1585	17	26945
6700	83	556100
1014	32	32448
3166	94	297604
2344	90	210960
9753	16	156048
5959	17	101303
9767	46	449282
139	45	6255
7426	85	631210
975	90	87750
6304	51	321504
9970	75	747750
3555	99	351945
449	27	12123
2345	21	49245
4283	91	389753
306	53	16218
2227	35	77945
4607	46	211922
2439	44	107316
6110	84	513240
6020	59	355180
2953	62	183086
350	4	1400
4620	14	64680
9306	10	93060
6401	93	595293
8410	100	841000
9096	89	809544
2592	15	38880
896	69	61824
487	13	6331
2172	28	60816
4675	68	317900
7286	72	524592
1142	34	38828
5513	72	396936
9276	85	788460
3321	97	322137
8845	80	707600
951	82	77982
8867	74	656158
7429	73	542317
7309	66	482394
6138	100	613800
7967	71	565657
6777	85	576045
8236	90	741240
1169	30	35070
5730	85	487050
26	69	1794
1853	56	103768
4035	12	48420
4005	74	296370
756	29	21924
5299	18	95382
1002	42	42084
9061	85	770185
1444	64	92416
4957	76	376732
6272	30	188160
4617	31	143127
1380	29	40020
1999	26	51974
5765	78	449670
1007	58	58406
4603	29	133487
1331	87	115797
3990	54	215460
5995	48	287760
8187	13	106431
6455	92	593860
5462	56	305872
7621	70	533470
1886	26	49036
4490	82	368180
5504	92	506368
1208	69	83352
1960	33	64680
9436	78	736008
937	5	4685
3518	56	197008
3304	49	161896
4179	73	305067
185	2	370
2041	84	171444
1470	85	124950
7562	70	529340
4013	52	208676
3840	60	230400
7763	84	652092
4059	33	133947
7437	53	394161
154	94	14476
8475	96	813600
7125	95	676875
34	7	238
4954	34	168436
5492	92	505264
633	57	36081
9308	27	251316
4050	8	32400
1172	17	19924
7712	52	401024
6797	16	108752
1086	46	49956
9883	52	513916
7830	74	579420
412	80	32960
6720	89	598080
7575	39	295425
8301	77	639177
4488	33	148104
949	100	94900
2388	16	38208
5659	17	96203
4258	98	417284
2476	55	136180
1324	2	2648
617	82	50594
1742	18	31356
2683	17	45611
6848	6	41088
8947	73	653131
8498	57	484386
6149	61	375089
9512	45	428040
3684	41	151044
7705	47	362135
3982	1	3982
6216	97	602952
1792	5	8960
9352	43	402136
5907	7	41349
4458	66	294228
8798	63	554274
8228	15	123420
7826	51	399126
1996	68	135728
2339	5	11695
2440	85	207400
6568	20	131360
2939	3	8817
5954	7	41678
4887	100	488700
740	12	8880
9580	26	249080
1580	90	142200
6801	75	510075
9610	13	124930
4012	85	341020
7460	23	171580
9891	53	524223
7319	19	139061
2060	97	199820
2382	46	109572
8147	90	733230
6454	11	70994
9204	25	230100
1733	41	71053
2347	25	58675
5196	20	103920
5007	68	340476
860	19	16340
4264	5	21320
3069	83	254727
8879	6	53274
518	88	45584
5816	79	459464
658	79	51982
7496	31	232376
2378	57	135546
1991	89	177199
6732	12	80784
1242	85	105570
5288	36	190368
940	5	4700
5516	60	330960
7261	64	464704
7756	16	124096
6847	9	61623
9803	58	568574
1355	4	5420
4498	72	323856
8159	52	424268
5049	57	287793
8197	75	614775
1301	2	2602
6261	81	507141
1386	76	105336
6500	67	435500
1092	75	81900
7160	67	479720
3389	45	152505
2986	12	35832
5948	99	588852
1971	58	114318
5562	34	189108
6073	1	6073
499	43	21457
5218	56	292208
9890	35	346150
2976	12	35712
3606	93	335358
9226	50	461300
6741	58	390978
1668	79	131772
3168	89	281952
4443	66	293238
3252	75	243900
7704	93	716472
7265	97	704705
4952	29	143608
3002	11	33022
2889	36	104004
5260	82	431320
9050	52	470600
1524	21	32004
6343	52	329836
1265	56	70840
123	81	9963
1297	18	23346
5841	45	262845
620	3	1860
1024	39	39936
7715	88	678920
3073	50	153650
8404	81	680724
7809	15	117135
9053	7	63371
4908	44	215952
8807	40	352280
9465	4	37860
5987	59	353233
5461	73	398653
1378	56	77168
5260	27	142020
7376	12	88512
7142	80	571360
1386	82	113652
1869	92	171948
6895	50	344750
4084	53	216452
2969	19	56411
6706	21	140826
2593	17	44081
6337	15	95055
5574	59	328866
1732	16	27712
1611	72	115992
8816	30	264480
2778	41	113898
5666	2	11332
5178	29	150162
8151	66	537966
975	1	975
5668	79	447772
4964	98	486472
3169	80	253520
1646	99	162954
9957	43	428151
1490	63	93870
5640	71	400440
2097	74	155178
8627	38	327826
4566	75	342450
6698	74	495652
1520	24	36480
7500	67	502500
5173	57	294861
3264	62	202368
5673	90	510570
4018	7	28126
8684	72	625248
8571	4	34284
7063	86	607418
4570	86	393020
4823	3	14469
5619	70	393330
7583	43	326069
629	22	13838
1691	74	125134
9495	33	313335
9693	70	678510
9910	49	485590
2647	32	84704
1015	84	85260
2108	51	107508
8958	8	71664
2222	76	168872
1123	93	104439
6058	57	345306
7840	9	70560
5905	35	206675
7802	35	273070
7706	85	655010
5639	94	530066
5760	52	299520
2609	55	143495
2130	26	55380
320	48	15360
5696	14	79744
3099	79	244821
6369	21	133749
8596	86	739256
9587	98	939526
7877	57	448989
5414	58	314012
6528	14	91392
9177	44	403788
4808	69	331752
2763	5	13815
6281	86	540166
5582	89	496798
3977	78	310206
1412	43	60716
2492	72	179424
5632	56	315392
4912	21	103152
7650	36	275400
592	73	43216
3229	85	274465
2884	87	250908
4187	95	397765
9964	34	338776
3744	48	179712
249	66	16434
5221	66	344586
5031	9	45279
5422	91	493402
8517	69	587673
3306	11	36366
3942	90	354780
6603	89	587667
940	43	40420
2363	16	37808
1491	56	83496
4	44	176
4237	42	177954
3789	43	162927
7556	76	574256
8975	79	709025
4041	42	169722
4336	91	394576
5000	98	490000
8081	36	290916
6593	14	92302
4529	6	27174
327	12	3924
9391	13	122083
5385	18	96930
2801	69	193269
7348	29	213092
1254	16	20064
6997	51	356847
5788	46	266248
2577	48	123696
2360	67	158120
8960	67	600320
5691	40	227640
6456	38	245328
7479	31	231849
5162	21	108402
3587	55	197285
3140	30	94200
6757	86	581102
4733	96	454368
5403	21	113463
2365	67	158455
3667	94	344698
1702	95	161690
3917	43	168431
4219	63	265797
899	32	28768
2976	66	196416
7140	95	678300
364	47	17108
2483	56	139048
6628	61	404308
1016	98	99568
9049	78	705822
8295	38	315210
7333	37	271321
5864	97	568808
357	96	34272
9061	21	190281
8988	30	269640
6339	33	209187
9258	73	675834
6388	23	146924
3830	36	137880
1667	42	70014
8149	42	342258
9721	48	466608
222	8	1776
4547	93	422871
8512	29	246848
3055	59	180245
6542	90	588780
5543	70	388010
8453	47	397291
8960	75	672000
7584	54	409536
650	69	44850
2539	71	180269
9077	64	580928
568	8	4544
564	88	49632
4896	3	14688
3497	52	181844
1024	81	82944
4391	96	421536
888	75	66600
5382	75	403650
6367	10	63670
4332	49	212268
5531	33	182523
2263	32	72416
8593	30	257790
9959	12	119508
9952	91	905632
7502	6	45012
9781	81	792261
9240	47	434280
8353	28	233884
9797	94	920918
782	42	32844
8915	17	151555
1636	43	70348
9102	81	737262
5222	35	182770
2825	8	22600
6727	51	343077
3870	54	208980
8002	39	312078
6453	80	516240
2865	40	114600
8477	27	228879
2023	78	157794
7325	4	29300
454	72	32688
9754	13	126802
1312	87	114144
2907	30	87210
2967	21	62307
953	82	78146
5445	38	206910
8943	22	196746
8867	29	257143
7494	69	517086
6643	40	265720
4825	96	463200
7904	34	268736
2156	100	215600
1019	95	96805
304	15	4560
6605	1	6605
2711	80	216880
8729	57	497553
866	17	14722
7629	19	144951
9886	31	306466
5599	89	498311
5248	45	236160
1644	28	46032
1336	83	110888
6691	62	414842
7796	46	358616
9463	100	946300
4524	5	22620
9434	49	462266
1957	61	119377
4887	47	229689
3957	37	146409
287	49	14063
5312	80	424960
6644	52	345488
992	23	22816
4028	63	253764
6709	57	382413
8984	81	727704
3959	57	225663
4207	18	75726
272	37	10064
1708	48	81984
4155	12	49860
9625	62	596750
7183	46	330418
781	12	9372
8129	11	89419
5964	35	208740
8986	27	242622
8640	100	864000
4852	27	131004
6220	16	99520
8341	53	442073
9608	24	230592
881	39	34359
4057	12	48684
7488	58	434304
5951	17	101167
6909	56	386904
7756	41	317996
88	86	7568
5232	83	434256
9606	12	115272
1659	86	142674
3806	3	11418
8571	87	745677
2968	48	142464
221	14	3094
9996	99	989604
3611	9	32499
3646	77	280742
2031	12	24372
3434	80	274720
2778	4	11112
3559	6	21354
4435	37	164095
9073	97	880081
1865	87	162255
866	36	31176
7272	47	341784
3824	59	225616
3332	68	226576
635	36	22860
8102	7	56714
3384	18	60912
1510	71	107210
9382	36	337752
8166	29	236814
1525	10	15250
3160	51	161160
1480	76	112480
8732	6	52392
7265	6	43590
9233	82	757106
4123	66	272118
2804	80	224320
2350	62	145700
4740	30	142200
9690	29	281010
3618	31	112158
4557	52	236964
106	40	4240
8671	83	719693
6756	2	13512
9218	100	921800
5280	7	36960
7514	41	308074
1252	48	60096
4611	5	23055
2911	88	256168
6992	58	405536
6681	94	628014
1853	15	27795
2329	16	37264
4265	60	255900
4618	89	411002
1077	48	51696
2761	98	270578
2997	96	287712
9945	23	228735
9436	53	500108
2914	70	203980
9238	42	387996
1730	39	67470
4653	47	218691
2584	17	43928
358	93	33294
989	23	22747
688	34	23392
3755	50	187750
9267	84	778428
3775	4	15100
3099	66	204534
93	61	5673
6056	1	6056
8313	55	457215
5264	13	68432
2442	46	112332
5395	42	226590
8353	1	8353
8815	10	88150
1695	92	155940
203	27	5481
1385	9	12465
6004	52	312208
5845	53	309785
3515	97	340955
5617	67	376339
6158	58	357164
2712	23	62376
5749	11	63239
7707	11	84777
2253	2	4506
5517	77	424809
4323	39	168597
7698	32	246336
4808	94	451952
2312	51	117912
2080	37	76960
5903	81	478143
8838	18	159084
3357	24	80568
1369	90	123210
8969	76	681644
4684	17	79628
9743	5	48715
2708	75	203100
1447	50	72350
7602	70	532140
2611	20	52220
835	4	3340
5064	57	288648
9704	74	718096
655	18	11790
1075	66	70950
9869	100	986900
8307	33	274131
2268	97	219996
2200	13	28600
7205	69	497145
2920	70	204400
7319	57	417183
4401	88	387288
590	21	12390
5732	33	189156
3929	66	259314
3511	90	315990
2212	33	72996
6371	29	184759
4999	75	374925
9427	49	461923
7360	78	574080
8095	97	785215
7412	3	22236
867	47	40749
7180	38	272840
1568	46	72128
9417	60	565020
3268	1	3268
7973	91	725543
3209	20	64180
5569	68	378692
897	78	69966
9935	73	725255
649	50	32450
4715	1	4715
9803	21	205863
7812	79	617148
1706	53	90418
8194	26	213044
9842	54	531468
6362	15	95430
9875	58	572750
7380	32	236160
5787	54	312498
2144	90	192960
7256	78	565968
5717	82	468794
5495	57	313215
5423	62	336226
587	2	1174
6222	4	24888
2215	41	90815
8290	40	331600
9258	65	601770
6496	92	597632
1859	29	53911
512	18	9216
8638	79	682402
4879	45	219555
3245	71	230395
3423	6	20538
4738	92	435896
8656	3	25968
4793	41	196513
6378	54	344412
4218	27	113886
5772	65	375180
6634	41	271994
355	59	20945
546	69	37674
4994	25	124850
9710	56	543760
4142	84	347928
3399	91	309309
2776	67	185992
6046	62	374852
7147	8	57176
5340	59	315060
1017	2	2034
9883	74	731342
5514	42	231588
9996	13	129948
536	67	35912
5348	9	48132
2524	59	148916
7743	76	588468
8301	75	622575
3026	25	75650
5803	65	377195
1466	86	126076
3070	76	233320
4779	3	14337
8297	2	16594
6022	94	566068
253	60	15180
6711	58	389238
8	68	544
7053	6	42318
3338	25	83450
1436	59	84724
8297	92	763324
3381	66	223146
6633	65	431145
9043	25	226075
2833	6	16998
1017	60	61020
8022	58	465276
6121	64	391744
5916	22	130152
5635	62	349370
8049	24	193176
1936	81	156816
9054	90	814860
8602	24	206448
1392	1	1392
8255	97	800735
9218	17	156706
6288	59	370992
8045	54	434430
8289	9	74601
5841	94	549054
6782	39	264498
5104	30	153120
184	11	2024
5047	59	297773
7190	31	222890
8166	92	751272
1155	73	84315
8117	98	795466
9614	96	922944
9796	79	773884
9198	91	837018
9507	55	522885
4867	76	369892
818	32	26176
8433	67	565011
2464	53	130592
523	76	39748
8120	8	64960
8588	32	274816
6527	58	378566
6265	47	294455
4905	75	367875
1915	31	59365
7179	16	114864
2532	70	177240
9399	18	169182
5991	90	539190
7217	9	64953
6461	81	523341
4015	49	196735
4696	65	305240
110	53	5830
4048	83	335984
5928	27	160056
1398	25	34950
8416	77	648032
7150	34	243100
5085	91	462735
6345	23	145935
594	89	52866
9240	100	924000
608	53	32224
8901	79	703179
6090	54	328860
5863	2	11726
256	6	1536
6586	4	26344
5780	7	40460
8596	18	154728
3272	100	327200
4165	17	70805
7658	14	107212
5011	28	140308
382	14	5348
5008	10	50080
234	43	10062
971	9	8739
9482	99	938718
8669	56	485464
5235	46	240810
5679	55	312345
5092	23	117116
5858	9	52722
2901	45	130545
2581	62	160022
4450	68	302600
7863	22	172986
8064	29	233856
4853	85	412505
4232	99	418968
9423	45	424035
4112	4	16448
5309	36	191124
267	40	10680
9167	56	513352
8510	49	416990
994	37	36778
7112	69	490728
4475	1	4475
1308	71	92868
6187	58	358846
3805	41	156005
7867	19	149473
6925	28	193900
316	12	3792
2583	98	253134
5624	67	376808
135	10	1350
290	5	1450
4912	95	466640
5906	35	206710
4304	70	301280
7026	15	105390
3754	16	60064
1429	51	72879
8559	77	659043
821	24	19704
1666	87	144942
4234	86	364124
1410	46	64860
9749	40	389960
4291	54	231714
690	45	31050
6307	10	63070
4830	13	62790
438	8	3504
4643	48	222864
7638	17	129846
6158	14	86212
3172	76	241072
6454	18	116172
5204	73	379892
4096	69	282624
5965	84	501060
5463	74	404262
2883	53	152799
1369	72	98568
587	21	12327
1602	69	110538
3040	65	197600
8115	35	284025
7170	28	200760
8220	49	402780
4429	44	194876
6200	77	477400
1967	27	53109
9333	72	671976
9931	35	347585
4043	59	238537
1761	96	169056
3271	47	153737
4720	47	221840
1820	54	98280
6701	35	234535
2204	98	215992
9855	4	39420
3220	71	228620
3079	15	46185
1834	76	139384
5820	81	471420
5110	78	398580
691	45	31095
4959	7	34713
7873	91	716443
6518	97	632246
8510	98	833980
4280	33	141240
4432	62	274784
8539	12	102468
9523	8	76184
875	94	82250
1064	41	43624
6405	42	269010
5537	83	459571
1653	14	23142
6276	68	426768
9146	70	640220
1207	42	50694
7589	91	690599
3109	42	130578
8716	17	148172
3898	30	116940
4850	84	407400
9097	34	309298
9464	87	823368
4135	4	16540
7999	53	423947
4436	45	199620
9344	100	934400
2644	10	26440
1333	90	119970
7762	5	38810
5888	90	529920
4586	35	160510
8051	77	619927
7586	68	515848
9315	15	139725
9764	42	410088
9816	89	873624
7556	93	702708
7481	17	127177
9621	55	529155
6891	41	282531
9885	63	622755
4032	26	104832
7235	54	390690
1451	50	72550
5845	74	432530
3967	5	19835
817	21	17157
8128	85	690880
8786	75	658950
9889	86	850454
1609	98	157682
7411	92	681812
8987	49	440363
858	87	74646
373	78	29094
2666	3	7998
3986	67	267062
